ID,SPEAKER,ACC,REPETITION,TRIAL,INTERVAL,ONSET,OFFSET,INTSAMPLE,POSX,POSY,TOTSAMPLE,idx,CONDITION
PL1.acc_kim_2_221,PL1,acc,2,221,1,347,359,2,56.2190082024258,7.37402967200229,2,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,1,347,359,3,56.2616025889775,7.56652889018363,3,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,1,347,359,4,56.3056362447842,7.74354426039025,4,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,1,347,359,5,56.3554039663584,7.91513600104732,5,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,1,347,359,6,56.4187947241541,8.11410714626589,6,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,1,347,359,7,56.5044232636328,8.38507184517082,7,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,1,347,359,8,56.6164426496595,8.76699727833603,8,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,1,347,359,9,56.7490581208824,9.2782467041989,9,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,1,347,359,10,56.884387458127,9.91100423636808,10,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,1,347,359,11,56.9952135742833,10.636266476563,11,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,1,347,359,12,57.051815673431,11.4153712482468,12,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,1,347,359,13,57.0294622640389,12.2126031171492,13,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,2,360,369,1,56.9137031836194,13.0050902769664,14,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,2,360,369,2,56.7020564265112,13.7866373027086,15,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,2,360,369,3,56.4023108341673,14.5628946215971,16,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,2,360,369,4,56.0288133318236,15.3386367033934,17,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,2,360,369,5,55.598316134973,16.1037214791219,18,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,2,360,369,6,55.1267737769585,16.8277716108484,19,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,2,360,369,7,54.6279862985401,17.4680953310893,20,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,2,360,369,8,54.1141577994667,17.9870744446526,21,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,2,360,369,9,53.5975634941002,18.3686704928016,22,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,2,360,369,10,53.0914256537121,18.6251292695146,23,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,3,370,379,1,52.6085580741143,18.7913690162219,24,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,3,370,379,2,52.1582952584714,18.9103192657633,25,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,3,370,379,3,51.7436200489607,19.0172765377043,26,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,3,370,379,4,51.3610426495754,19.1309527968245,27,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,3,370,379,5,51.0034626241838,19.2536502171849,28,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,3,370,379,6,50.6645200881625,19.3779365238097,29,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,3,370,379,7,50.3417522664762,19.4939958435865,30,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,3,370,379,8,50.037579793358,19.5940803064421,31,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,3,370,379,9,49.7577765768564,19.6732796989423,32,6,ki
PL1.acc_kim_2_221,PL1,acc,2,221,3,370,379,10,49.5087866789495,19.7280718301606,33,6,ki
PL1.acc_kim_3_418,PL1,acc,3,418,1,362,374,1,56.6700125027233,9.30931103084879,1,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,1,362,374,2,56.7102148980271,9.4754018315617,2,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,1,362,374,3,56.7505240898929,9.68669547197603,3,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,1,362,374,4,56.7818987072968,9.93797645306451,4,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,1,362,374,5,56.7948001250585,10.2214805505744,5,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,1,362,374,6,56.7811717253697,10.533831406772,6,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,1,362,374,7,56.7362234597434,10.8820247145045,7,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,1,362,374,8,56.6585732377241,11.2841991423547,8,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,1,362,374,9,56.5482481871317,11.7636766390278,9,7,ki
PL1.acc_kim_3_418,PL1,acc,3,418,1,362,374,10,56.4032661815364,12.3391575397964,10,7,ki
